text,sentiment
INDON tidak kena pajak bro LEON.,"label sentimen: negative  
makna tersirat (konteks): sindiran terhadap regulasi pajak indonesia yang dinilai tinggi, tidak stabil, dan membebani masyarakat, padahal rupiah terus melemah.  
alasan klasifikasi: ini adalah sarkasme. secara faktual di video, indon kena pajak 10%. komentar ini frustrasi terhadap sistem pajak yang berantakan."
"Indonesia politikus nya nggak pentingin midterm nya,mereka pentingin nanti pas lagi kampanye yaitu mulai tahun ke 5 masa jabatan nya,disitulah mereka caper lagi.Kalau rupiah melemah di tahun ke 5 pemerintahan prabowo,pasti dia gerak cepat supaya di mata masyarakat indonesia dia bisa mengatasi krisis","label sentimen: negatif  
makna tersirat (konteks): kritikan tajam terhadap politisi yang dianggap lebih fokus pada kampanye ketimbang menyelesaikan masalah ekonomi yang mendesak, seperti melemahnya rupiah.  
alasan klasifikasi: terdapat nada skeptis dan kritik terhadap kebijakan politisi, menunjukkan kekecewaan terhadap prioritas mereka yang tidak relevan dengan kebutuhan masyarakat saat ini."
"Akar masalahnya kebanyakan nonton influencer, ingat saham konglo uda pd nyangkut ritel banyak korban 😂","label sentimen: negatif  
makna tersirat (konteks): kritikan terhadap masyarakat yang terlalu mempercayai influencer dalam berinvestasi, yang berujung pada kerugian para ritel di pasar saham.  
alasan klasifikasi: penggunaan emoji tertawa (""😂"") menunjukkan sarkasme, mencerminkan kekecewaan terhadap situasi di mana banyak orang merugi akibat keputusan yang tidak bijak berinvestasi hanya berdasarkan rekomendasi influencer."
Apa karena menkeu menolak meminjam dr IMF makannya idr melemah?,"label sentimen: neutral  
makna tersirat (konteks): pertanyaan yang bersifat informatif mengenai keputusan menteri keuangan yang dapat memengaruhi nilai rupiah.  
alasan klasifikasi: komentar ini tidak menunjukkan emosi jelas dan murni menanyakan hubungan antara tindakan pemerintah dan kondisi ekonomi."
"jujur ya, kalau lu mau benahi Indo, lu harus flash back apa yg indo sdh tanda tangan. Contoh globalisasi finance. Dgn globalisasi finance, Soros garong duit ke Indo, detik itu juga dollar nya bisa di tarik ke  Amerika. Lu percuma ngomong makro dan mikro kalau infrastruktur finance Indo masih pakai sistem Amerika yg korup.

Gak percaya?

Lu lihat link ini, China di patok 39% dari total ekonomi Amerika dan China dari 2025 - 2028 dan cuma naik 1% di thn 2031.

Yg lain?

a. Currency sumber bloomberg.
1. USA allies
A. UK - 1 USD = 0.74 Pound
B.  Europe, 1 USD = 0. 84 Euro
c. Jordan, 1 USD = 0.70 Jordan dollar
d. Singapore, 1 USD = 1.27 Singapore dollar
e. etc.

2. Non USA allies
1. Iran, 1 USD = 1.3 juta rial
2. Venezuela, 1 USD = 50 juta Bolivar VEF
3. Indonesia, 1 USD = 17.717 Rp dari  1 USD = Rp 5
4. Iran, 1 USD = 1100 dinar dari 1 USD = 0.3 dinar
5. dsb.

B Credit rating berdasarkan Moody's
1. US aliies
a. Amerika, Aa1
b. Inggris,  Aa3
c. Singapore, Aa3
d. Saudi, Aa3
e. dsb

2. Non-USA allies
a. Indonesia, Ba2
b. China, A1
c. Iran, no credit rating
d. Korut, no credit rating
e. Russia, no credit rating
f. dsb

c. Index korupsi berdasarkan Transparency International (TI)
1. USA allies.
a. Amerika, no 29
b. Inggris, no 20
c. Denmark, no 1
d. Singapore, no 3
e. NZ, no 4

2. Non-USA alilies
a. China no 76
b. Indonesia, 109
c. Russia, 157
d. Venezuela, 180
e. dsb","label sentimen: neutral  
makna tersirat (konteks): komentar ini berisi sejumlah informasi dan analisis mengenai kondisi ekonomi indonesia, utamanya terkait sistem keuangan dan perbandingan internasional. netizen tampaknya ingin menekankan perlunya evaluasi mendalam terhadap sejarah kebijakan dan dampaknya.  
alasan klasifikasi: meskipun komentar tersebut kritis terhadap kondisi keuangan dan korupsi, ia lebih bersifat informatif dan analitis, tanpa menunjukkan emosi yang kuat atau sarkasme."
"Isi pemerintah nya dr DPR, pemerintah, penegak hukum banyak kaum oligarki.cuma mikir diri sendiri","label sentimen: negatif  
makna tersirat (konteks): kekecewaan terhadap pemerintah dan penegak hukum yang dianggap lebih mementingkan kepentingan pribadi atau kelompok tertentu (oligarki) daripada kesejahteraan masyarakat.  
alasan klasifikasi: komentar ini mencerminkan kritik keras terhadap oligarki dalam sistem pemerintahan, menunjukkan frustrasi dan ketidakpuasan, yang jelas menyiratkan sentimen negatif."
Bs dilihat indonesia gak maju tetapi malahan melemah.😂,"label sentimen: negatif  
makna tersirat (konteks): kritikan terhadap situasi ekonomi indonesia yang semakin memburuk, dengan penggunaan tawa sarkastis untuk menunjukkan kekecewaan.  
alasan klasifikasi: ini adalah sarkasme. penggunaan emoji tawa (""😂"") menunjukkan bahwa meskipun terdengar lucu, sebenarnya itu adalah pernyataan sinis mengenai kemunduran ekonomi indonesia."
ambyaar,negative
Ini kabinet yg bener bener kaya lemari kosong ...belum menteri keuangannya suka asbun nggak perduli investor 😢😢😢rusak kaya bossnya,"label sentimen: negatif  
makna tersirat (konteks): kritik keras terhadap kabinet pemerintah yang dianggap tidak kompeten, terutama dalam mengelola ekonomi dan ketidakpedulian terhadap investor.  
alasan klasifikasi: ungkapan ""lemari kosong"" dan kekecewaan yang ditunjukkan dengan emoji sedih menggambarkan frustrasi dan ketidakpuasan mendalam terhadap kinerja menteri, serta kritik terhadap kepemimpinan."
"Inti dr segala inti pemerintah GA KOMPETEN samsek manage negara. Pimpinan narsistik blgny buat rakyat padahal ada tujuan lain, cuma kedok. Ga trima kritik dan ga open. Belanja dg mata uang asing gila2an demi menguntungkan golongan sendiri.","label sentimen: negatif  
makna tersirat (konteks): kekecewaan mendalam terhadap kepemimpinan pemerintah yang dianggap tidak kompeten dan manipulatif dalam mengelola negara, sehingga menciptakan kesulitan bagi rakyat.  
alasan klasifikasi: ini merupakan kritik keras yang menunjukkan frustrasi dan ketidakpuasan terhadap tindakan pemerintah, sehingga terklasifikasi sebagai negative."
Currency War is commencing,neutral
Menurut ku sih saat ini dollar sedang menguat seperti terlihat pada aux/usd,"label sentimen: neutral  
makna tersirat (konteks): pernyataan tersebut hanya bersifat informatif mengenai keadaan nilai tukar dollar as tanpa menunjukkan emosi atau pendapat pribadi.  
alasan klasifikasi: komentar tidak mengandung kritik atau sarkasme dan hanya menyampaikan fakta yang bisa diperiksa."
Saya senang ni channel. Karena kritiknya baik dan membangun tpi disatu sisi berimbang ♥️,positive
Kuliah gratis. makasih koh 😊,negative
kalau 17 845 indonesia merdeka kata PDIP,"label sentimen: negative  
makna tersirat (konteks): sindiran politik bahwa di bawah rezim/partai yang berkuasa, ""merdeka"" diartikan secara ironis sebagai melambungnya kurs usd ke angka rp17.845.  
alasan klasifikasi: satire politik. angka 17.845 merujuk pada keterpurukan rupiah, dan kata ""merdeka"" digunakan sebagai cemoohan terhadap narasi politik yang tidak sesuai dengan realitas ekonomi."
Ekonomi gak serepot yg di bayangkan brow. Ekonomi gak lebih sulit dari main domino. Kuat tidak nya ekonomi tergantung kartu yg ada ditangan anda. Yg tau kartu bukan anda tapi otoritas yg di kasih mandad,"label sentimen: negatif  
makna tersirat (konteks): kritik terhadap pengelolaan ekonomi oleh pihak otoritas yang dianggap tidak transparan dan tidak kompeten, serta menyiratkan bahwa masyarakat tidak memiliki kontrol atas keadaan ekonomi.  
alasan klasifikasi: terdapat sarkasme dalam perbandingan antara ekonomi dengan permainan domino, menandakan ketidakpuasan terhadap sistem yang ada dan meremehkan menyangkut keseriusan masalah ekonomi."
ZOEL/PLOEZ BANYAKNYA KORUPTOOR PENYIMPAN $,"label sentimen: negatif  
makna tersirat (konteks): mengkritik adanya praktik korupsi yang meluas antara pejabat yang menyimpan uang di luar negeri, sebagai simpanan tidak transparan atas nama rakyat.  
alasan klasifikasi: menggunakan istilah ""koruptoor"" dengan nada menyindir terhadap praktek korupsi, menggambarkan kekecewaan terhadap kondisi ekonomi dan kebijakan yang tidak bersih."
Dikata yang coment2 yg lihat video dan yg bikin video orang2 bodoh bagi mereka..,"label sentimen: negatif  
makna tersirat (konteks): sindiran kepada pembuat video dan penonton yang dianggap tidak memahami atau merespon isu ekonomi secara layak, menunjukkan kekecewaan terhadap pemahaman masyarakat.  
alasan klasifikasi: terdapat kritik yang jelas kepada orang-orang yang dianggap ""bodoh"", mencerminkan ketidaksetujuan dan kekecewaan, sehingga label ini adalah negatif."
"Menurut ku ekonomi sangat terdampak dari karakter pejabat dan hukum di dalam negeri.
Ketidak amanan membuat investor pada tidak percaya dengan negara ini.","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap karakter pejabat dan sistem hukum di indonesia yang dianggap tidak mendukung stabilitas ekonomi, sehingga mengurangi kepercayaan investor.  
alasan klasifikasi: komentar ini menyampaikan kritik yang jelas terhadap kondisi ekonomi dan pemerintahan, menunjukkan ketidakpuasan dan kekhawatiran terkait keamanan bagi investor, yang merupakan bentuk kekecewaan."
Bagus donk rupiah melemah agar mendorong ekspor. Bukan mau mendorong impor kan? Dgn gitu pengekspor akan lebih digiatkan. Biar aja pengimpor rugi!!!!!! ❤❤❤❤,"label sentimen: negatif  
makna tersirat (konteks): komentar ini tampaknya mendukung melemahnya rupiah tetapi sebenarnya menyindir dampak negatifnya terhadap ekonomi, terutama bagi masyarakat yang harus menghadapi harga barang impor yang semakin mahal.  
alasan klasifikasi: meskipun ada nada positif yang terlihat pada dukungan terhadap ekspor, kata-kata dan emoji yang digunakan menandakan sarkasme, di mana penulis lebih mengekspresikan kekecewaan terhadap situasi ekonomi yang memprihatinkan."
"Cek berapa jumlah korban di lebaran haji tahun ini,,,!",neutral
"Penjelasannya ringan, mudah diterima","label sentimen: positive  
makna tersirat (konteks): menghargai penjelasan dalam video yang dianggap mudah dipahami oleh masyarakat.  
alasan klasifikasi: komentar ini menunjukkan dukungan dan pujian yang tulus terhadap cara penyampaian informasi dalam video."
"Kalau Danamas Dollar, bisa langsung buka akun di Sinarmas (bank, atau broker), karena min investnya masih bisa di 100 USD","label sentimen: neutral  
makna tersirat (konteks): memberikan informasi tentang proses pembukaan akun investasi di sinarmas dengan minimum investasi yang terjangkau.  
alasan klasifikasi: komentar ini bersifat informatif dan tidak menunjukkan emosi jelas, sehingga dikategorikan sebagai netral."
"asal kita gak impor gak ngaruh tuh rupiah turun,, malah kita ekspor pakai dollar malah lebih untung kan kayaknya? cuma hanya orang kaya yg suka keluar yg ngerasa rugi,, pengusaha yang impor yang pusing,, kalo desa mah,, gak ngaruh,, asal bahan pokok gak impor jadi harga masih stabil,, atau asal harga pokok stabil mah,, gak ngaruh rupiah turun...",neutral
"masalah intinya itu dollar naik rupiah turun mempengaruhi kita rakyat gak sih? kalo aku rakyat bawah sih gak sih? malah yg tkw desa2 suka pada kirim uang ke indo,, yg rugi kan yg beli sesuatu di luar negeri yg suka barang luar,, mungkin dengan rupiah melemah di banding dollar,, malah membuat rakyat membeli produk negeri sendiri,, kalo kita masih mendewakan dollar,, kita boneka ASSSS.. jadi cecunguk mereka yang mudak di kendalikan,..","label sentimen: neutral  
makna tersirat (konteks): komentar ini mencoba memberikan pandangan yang menyeimbangkan antara kondisi nilai tukar rupiah dan dampaknya terhadap masyarakat, serta mengajak untuk lebih mencintai produk lokal.  
alasan klasifikasi: meskipun ada nada kritis, komentar ini bersifat informatif dan tidak menunjukkan emosi yang jelas, lebih kepada mengemukakan pendapat tentang dampak ekonomi."
"98-2013 stabil, 2014-2026 naek

Hmmm mulai era nya sapa tuuhh 👀","label sentimen: negatif  
makna tersirat (konteks): menggambarkan ketidakpuasan terhadap kondisi perekonomian yang makin memburuk sejak tahun 2014 dan merujuk secara sarkastis kepada kepemimpinan saat itu.  
alasan klasifikasi: terdapat nada sinis yang menyoroti kenaikan yang tidak diinginkan, serta emoji 👀 yang menyiratkan skeptisisme atau kekecewaan terhadap perubahan yang terjadi."
"trump pidato atau bercuit di x dolar us saham us naik
kalau indo..........🫢","label sentimen: negatif  
makna tersirat (konteks): sindiran terhadap ketidakmampuan pemerintah indonesia dalam mengelola ekonomi, terutama terkait pergerakan nilai tukar dan bursa saham yang tidak stabil.  
alasan klasifikasi: terdapat unsur sarkasme dalam perbandingan antara amerika dan indonesia, ditandai dengan emoji yang menunjukkan keterkejut dengan nada sinis."
"Makin tipis rambut pala, ko.",negative
"Selama niatnya Prabowo dan si gibran mau menggemukan dompet mereka dan kroninya melalui jabatan publiknya, rakyat nggak penting dan bangsa nggak penting. Iya kan koh? Kembali ke NIAT PEJABAT PUBLIKNYA.","label sentimen: negatif  
makna tersirat (konteks): kritik tajam terhadap niat politisi yang dianggap lebih mementingkan keuntungan pribadi dan kepentingan kroni daripada kepentingan rakyat dan bangsa.  
alasan klasifikasi: ini adalah sarkasme, dengan penggunaan frasa ""rakyat nggak penting dan bangsa nggak penting"" sebagai sindiran keras terhadap pejabat publik yang berorientasi pada keuntungan pribadi."
"Cepat jual dolar, peningkatan usd hanya fluktuasi tahunan krn permintaan melonjak ken masyarakat dan pemerintaj memerlukannya u ibadah haji. Saya sdh mengamatinya bertahun tahun.🙏","label sentimen: negatif  
makna tersirat (konteks): mengkritik kebijakan pemerintah dan fakta ekonomi yang tidak stabil, dengan mengisyaratkan bahwa orang-orang terpaksa menjual dolar karena kebutuhan mendesak, termasuk untuk ibadah haji.  
alasan klasifikasi: meskipun tampaknya memberikan informasi, penggunaan emoji 🙏 dapat menunjukkan sarkasme atau kekecewaan terhadap situasi yang ada."
"1. Korupsi
2. Perizinan ribet
3. Kepastian hukum (peraturan berubah2)","- **komentar:** ""korupsi""
- **label sentimen:** negatif
- **makna tersirat (konteks):** mengindikasikan kritik terhadap tingginya tingkat korupsi di indonesia yang mempengaruhi kondisi ekonomi dan melemahnya rupiah.
- **alasan klasifikasi:** ungkapan singkat ini mencerminkan ketidakpuasan dan kekecewaan terhadap masalah sistemik yang berkontribusi terhadap situasi ekonomi yang buruk.

- **komentar:** ""perizinan ribet""
- **label sentimen:** negatif
- **makna tersirat (konteks):** menyiratkan frustrasi terhadap kompleksitas dan birokrasi perizinan yang menghambat aktivitas bisnis dan berkontribusi pada lemahnya daya saing ekonomi.
- **alasan klasifikasi:** komentar ini menunjukkan kritik jelas terhadap sistem yang tidak efisien, yang berdampak negatif pada ekonomi.

- **komentar:** ""kepastian hukum (peraturan berubah2)""
- **label sentimen:** negatif
- **makna tersirat (konteks):** mempertegas kekhawatiran akan ketidakstabilan hukum di indonesia yang menciptakan ketidakpastian bagi investor dan pelaku bisnis.
- **alasan klasifikasi:** kritik terhadap ketidakpastian hukum ini menunjukkan dampak negatif pada lingkungan bisnis yang berkontribusi pada melemahnya rupiah."
UP,negative
Karena emang gak ada political will dari negara sendiri.,negative
"😂 maka nya kalau ada calon wakil negara nyogok uang 50 ribu tuh jangan di ambil. 
 Ya menderita nya 5 taun","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap praktik korupsi dalam pemilihan pejabat negara, yang dinilai merugikan rakyat dalam jangka panjang.  
alasan klasifikasi: mengandung sarkasme dengan penggunaan emoji tertawa (""😂"") yang merefleksikan kekecewaan terhadap situasi politik dan korupsi yang membuat masyarakat menderita."
"Akari masalahnya yah koruptor coba di sah kan uu perampasan aset koruptor dan hukuman mati di jamin uang kas negara terjaga juga bisa bayar utang negara dengan lancar..
Hasil bumi negara kita melimpah sayangnya banyak oknum yang menyala gunakan seperti emas timah bahkan nikel belum lagi hasil nelayan dan tani gak di perhatiin jadi pake hasil luar negeri😅😅","label sentimen: negatif  
makna tersirat (konteks): kekecewaan terhadap korupsi yang merugikan negara dan penegakan hukum yang lemah, mencerminkan frustrasi karena sumber daya alam melimpah yang tidak dikelola dengan baik.  
alasan klasifikasi: terdapat nada kritik yang jelas terhadap sistem pemerintah dan penegakan hukum yang tidak memadai, serta penggunaan emoji tertawa (""😅"") yang menunjukkan sinisme terhadap situasi tersebut."
setahu saya indon kuponnya pajaknya 0% karena insentif pemerintah buat investor intl ....,"label sentimen: negatif  
makna tersirat (konteks): menyindir kebijakan pemerintah terkait pajak yang dianggap tidak konsisten atau tidak adil, dimana seharusnya terdapat insentif tetapi kenyataan menunjukkan sebaliknya.  
alasan klasifikasi: ini adalah sarkasme. pernyataan bahwa pajak kupon indon 0% bertentangan dengan fakta dan menunjukkan ketidakpuasan terhadap regulasi pajak yang dinilai tidak menguntungkan untuk masyarakat."
Bagaimana membandingkan dengan harga BBM import dan material lainnya ?,neutral
Prabowo ni mbah mbah demensia semoga cepet lengser,negative
"BETUL SEKALI BANG.. INI BISA DI BUKTIKAN KINERJA PARA MENTERI PRABOWO.. 
GUBERNUR BI YANG TERPENTING DALAM MENGENDALIKAN RUPIAH KE DOLLAR AS","label sentimen: negatif  
makna tersirat (konteks): mengkritik kinerja menteri dan gubernur bi dalam mengatasi permasalahan nilai tukar rupiah yang semakin melemah.  
alasan klasifikasi: terdapat nada sarkasme dan kritik tersembunyi terhadap para pejabat yang dianggap gagal mengendalikan situasi ekonomi."
Amerika sj lagi perang ko dolar tdk turun. Padahal indo aman2 sj kenapa Rupia turun.,"label sentimen: negatif  
makna tersirat (konteks): kritik terhadap kondisi ekonomi indonesia yang tetap melemah meskipun situasi internasional, khususnya perang di amerika, seharusnya tidak berdampak begitu besar.  
alasan klasifikasi: kalimat ini menunjukkan kekecewaan dan ketidakpuasan terhadap kebijakan ekonomi yang tidak efektif melalui pertanyaan retoris, mencerminkan frustrasi terkait melemahnya rupiah."
"Gue pribadi sendiri dari awal sepakat. inti dari kejadian sekarang bisa jadi dari Regulasi.. yang dimana asing enggan naro investasi disini... tapi selama ini penegakan korupsi gencar banget loh di pemerintahan prabowo. Jadi asumsi karna tinggi nya korupsi/penegakan hukum apa masih relefan? Gue pribadi mikirnya ini karna kebijakan pemerintah terkait investasi aja.. yang akhir2 ini memang berubah terus... dan prabowo sendiri fokusnya ke dalam negeri. (MBG, Kopdes, dll).. bukannya mbg dll salah ya.. Gue pribadi gak masalah terkait ini.","label sentimen: neutral  
makna tersirat (konteks): komentar ini menunjukkan pemikiran mendalam tentang isu regulasi dan investasi di indonesia serta menyoroti penegakan hukum, tetapi tidak mengekspresikan emosi yang jelas.  
alasan klasifikasi: komentar ini bersifat informatif dan analitis tanpa menyiratkan emosi positif atau negatif yang kuat."
Astronom,neutral
"Pas jaman pa harto rakyat masih merasakan harga murah ga susah2 banget lah hidupnya rakyat walaupun di balik itu rupiah berdarah2. Makanya populer meme ""enak jaman ku to"".
Lah kalau sekarang kalian bisa rasakan sendiri lah ❤","label sentimen: negatif  
makna tersirat (konteks): menggambarkan rasa nostalgia terhadap pemerintahan masa lalu yang dianggap lebih baik dalam hal kestabilan ekonomi, dan mengkritik kondisi ekonomi saat ini yang semakin buruk.  
alasan klasifikasi: terdapat sindiran terhadap keadaan ekonomi sekarang yang tidak sebanding dengan kehidupan di masa lalu, serta digunakan emoji ❤ yang menunjukkan ketidakpuasan mendalam terhadap situasi saat ini."
"Setiap kebijakan pemerintah akan ada dampak ""negatif"" nya, meskipun seolah itu hal yg tidak ada dampak negatifnya.

penegakan hukum itu mungkin terkesan tidak ada harga negatifnya, tapi mencapainya [BISA] jadi itu ada harga yg harus dibayar.

Orang sering menggunakan angka ini untuk mengejek kubu prabowo, tapi di saat bersamaan 58% ini adalah realitas politik rakyat indonesia (tentu 58% itu bukan berarti jumlah masyarakat indonesia). 58% persen masyarakat itu tidak siap","komentar: ""setiap kebijakan pemerintah akan ada dampak 'negatif' nya, meskipun seolah itu hal yg tidak ada dampak negatifnya. penegakan hukum itu mungkin terkesan tidak ada harga negatifnya, tapi mencapainya [bisa] jadi itu ada harga yg harus dibayar. orang sering menggunakan angka ini untuk mengejek kubu prabowo, tapi di saat bersamaan 58% ini adalah realitas politik rakyat indonesia (tentu 58% itu bukan berarti jumlah masyarakat indonesia). 58% persen masyarakat itu tidak siap.""
label sentimen: negatif
makna tersirat (konteks): komentar ini mengkritik kebijakan pemerintah yang dianggap tidak memperhitungkan dampak negatif terhadap masyarakat. angka ""58%"" digunakan untuk menunjukkan ketidakpuasan yang mendalam dan realitas yang menyedihkan dalam konteks politik.
alasan klasifikasi: terdapat unsur kritik terhadap kebijakan publik dan penegakan hukum, serta penggunaan angka yang menyiratkan skeptisisme terhadap politik saat ini."
"Thank u utk kuliahnya, ko Leon 🙏🏾🙏🏾🙏🏾","label sentimen: negatif  
makna tersirat (konteks): sindiran terhadap pemerintah karena dianggap tidak memberikan dukungan yang memadai dalam pendidikan tinggi, meskipun ada pengakuan.  
alasan klasifikasi: ini adalah sarkasme. walaupun mengucapkan terima kasih, emoji tangan berdoa (""🙏🏾"") menunjukkan sikap tidak serius dan sebaliknya menyindir ketidakcukupan dalam kebijakan pendidikan."
Menteri aja pesanan dan orang2 partai. Anggota dpr aja ada yg tamatan SD doang. Presiden sekarang udah 4x gagal baru terpilih. Mau harap apa dari konoha,"label sentimen: negatif  
makna tersirat (konteks): mengungkapkan kekecewaan dan frustrasi terhadap pemerintah dan sistem politik indonesia, serta mempertanyakan kapabilitas pejabat publik.  
alasan klasifikasi: ini adalah kritik terhadap kualitas pendidikan dan kompetensi para pemimpin, menunjukkan ketidakpuasan terhadap kinerja pemerintahan yang dianggap gagal, sehingga mengarah pada sentimen negatif."
UMR Indonesia gak ngotak. Negara lain 20jt Indonesia 3.5jt. Biadab,"label sentimen: negatif  
makna tersirat (konteks): kekecewaan terhadap besaran upah minimum regional (umr) indonesia yang dianggap tidak sebanding dengan standar umr negara lain, mencerminkan frustrasi atas kebijakan pemerintah.  
alasan klasifikasi: ini adalah kritik yang jelas terhadap kebijakan umr yang dinilai tidak adil, dan pilihan kata ""biadab"" menunjukkan ketidakpuasan yang mendalam."
"Kenapa rupiah terus inflasi selama bertahun tahun ?
karena setiap hari kita mengadaikan rupiah ke dollar untuk beli minyak dan Gas selama puluhan tahun kemudian dibakar, kan bego ..","label sentimen: negatif  
makna tersirat (konteks): kritikan tajam terhadap kebijakan ekonomi yang dianggap menyalahgunakan atau mengabaikan nilai rupiah dengan terus menerus bergantung pada dolar untuk kebutuhan dasar seperti energi.  
alasan klasifikasi: terdapat sindiran dengan penggunaan kata ""bego"" yang menunjukkan kekecewaan dan ketidakpuasan terhadap kebijakan yang ada, serta mengindikasikan frustrasi terhadap inflasi yang kronis."
konten mahal isi daging yang pejabat kita gabisa jelasin,negative
